# RustyNES Game Genie code database — bulk catalog (v2.1.3).
#
# ~10,800 well-known Game Genie codes across ~520 USA/World NES games, ingested
# from the openly-licensed libretro-database cheat files
# (cht/Nintendo - Nintendo Entertainment System/*(Game Genie).cht) and keyed to
# every known USA/World dump's CRC32 via the No-Intro NES DAT. The codes and
# effect names are factual/functional descriptions (not Nintendo program code),
# and the No-Intro CRC32s are factual dump identifiers — both freely
# redistributable as data. Commercial Nintendo ROMs are NEVER committed.
#
# Format (tab-separated): CRC32<TAB>Game<TAB>Effect<TAB>Code<TAB>Category.
# **CRC32 here is the FULL-FILE No-Intro key** (CRC32 of the whole .nes file
# INCLUDING the 16-byte iNES header) — computed by `crate::game_db::rom_crc32_full`.
# Multiple CRCs per game cover every dump revision, so any common dump matches.
# This differs from `genie_database.tsv` (the curated starter catalog, keyed by
# the header-EXCLUDED `rom_crc32`); the cheat panel matches a loaded ROM against
# BOTH keys, so both files contribute. Native-only (this file is ~760 KB and is
# excluded from the wasm bundle to keep it under the size budget; the wasm demo
# keeps only the curated starter set). Codes are re-validated at load through
# `GenieCode::new`, so a malformed row is silently dropped.
#
1D3073D7	Advanced Dungeons _ Dragons - Pool of Radiance	Extra Experience Points	TLGAXL	Items
1D3073D7	Advanced Dungeons _ Dragons - Pool of Radiance	Unlimited Cloaks Of Displacements To Sell	GGLAUN	Misc
1D3073D7	Advanced Dungeons _ Dragons - Pool of Radiance	Create Super Characters	SOLAUN	Misc
04063067	Adventure Island 3	Makes The Game Harder By Making The Enemies More Aggressive And The Fruit Only Stays On The Screen For A Couple Of Seconds	SXNULS	Difficulty
04063067	Adventure Island 3	Start With 2 Invincibility Crystals	VTNZYESE	Invincibility
04063067	Adventure Island 3	Keep Items After Dying (After 1st Stage)	GXUUGOSO	Items
04063067	Adventure Island 3	When You Push Start To Enter A Level, You'll Automaticaly Complete The Level (Doesn't Work On Boss Levels)	PAELZE	Items
04063067	Adventure Island 3	Infinite Power Up Usage	SUUUGOSO	Items
04063067	Adventure Island 3	When You Start The Game, Instead Of The UFO Appearing, It's The 1st Boss	VVKXZE	Items
04063067	Adventure Island 3	Get 99 Lives When You Pick Up 100 Fruit	AAKXGTZA	Lives
04063067	Adventure Island 3	Start With 2 Lives	PESZAALA	Lives
04063067	Adventure Island 3	Start With 9 Lives	PESZAALE	Lives
04063067	Adventure Island 3	Infinite Lives	SXNLISSE	Lives
04063067	Adventure Island 3	Start With 7 Lives	TESZAALA	Lives
04063067	Adventure Island 3	Auto Brings Up The Stage Select, But It Won't Let You Exit	SZXZGS	Misc
04063067	Adventure Island 3	Mega-Jumping Master Higgins	SUEZEXLN	Movement
04063067	Adventure Island 3	Start With 2 Axes	VTNZGESE	Start
04063067	Adventure Island 3	Start With 2 Boomerangs	VTNZPESE	Start
04063067	Adventure Island 3	Start With 2 Classies	VTVXAESE	Start
04063067	Adventure Island 3	Start With 2 Don-Dons	VTVXLESE	Start
04063067	Adventure Island 3	Start With 2 Poleys	VTVXTESE	Start
04063067	Adventure Island 3	Start With 2 Blue Taylors	VTVZIESE	Start
04063067	Adventure Island 3	Start With 2 Red Taylors	VTVZZESE	Start
A124AB1F	Adventures in the Magic Kingdom	Freeze Timer	ATXYKZEL	Difficulty
A124AB1F	Adventures in the Magic Kingdom	Invincible In Side-Scrolling Stages	ATEYZISZ	Invincibility
A124AB1F	Adventures in the Magic Kingdom	More 'Invincible' Time	EGSUYXGL	Invincibility
A124AB1F	Adventures in the Magic Kingdom	'Invincible' Costs More	GPSLAKZA	Invincibility
A124AB1F	Adventures in the Magic Kingdom	'Invincible' Costs Less	IASLAKZA	Invincibility
A124AB1F	Adventures in the Magic Kingdom	All Items For Free	AAXUAXGY	Items
A124AB1F	Adventures in the Magic Kingdom	Stars Not Needed	AAXUAXGY	Items
A124AB1F	Adventures in the Magic Kingdom	All Items For Free	GXELLXSN	Items
A124AB1F	Adventures in the Magic Kingdom	Almost Infinite Energy In Attractions	SXXNXPVG	Items
A124AB1F	Adventures in the Magic Kingdom	'Life Up' Costs More	APSLPKGE	Lives
A124AB1F	Adventures in the Magic Kingdom	Infinite Life	AVXNXPVG	Lives
A124AB1F	Adventures in the Magic Kingdom	'Life' Costs More	GAKUTGTE	Lives
A124AB1F	Adventures in the Magic Kingdom	'Life' Costs Less	LAKUTGTA	Lives
A124AB1F	Adventures in the Magic Kingdom	Start With 1 Life	PEVEIALA	Lives
A124AB1F	Adventures in the Magic Kingdom	Start With 9 Lives	PEVEIALE	Lives
A124AB1F	Adventures in the Magic Kingdom	Infinite Lives	SXKYUOVK	Lives
A124AB1F	Adventures in the Magic Kingdom	Never Lose A Life In 'Attractions'	SXKYUOVK	Lives
A124AB1F	Adventures in the Magic Kingdom	'Life Up' Costs Less	TASLPKGA	Lives
A124AB1F	Adventures in the Magic Kingdom	Start With 6 Lives	TEVEIALA	Lives
A124AB1F	Adventures in the Magic Kingdom	Go To The Castle To Beat The Game	AEUTTPOT	Misc
A124AB1F	Adventures in the Magic Kingdom	Less 'Freeze' Time	AGKULZKL	Misc
A124AB1F	Adventures in the Magic Kingdom	'Freeze' Costs Less	GAKUYKAA	Misc
A124AB1F	Adventures in the Magic Kingdom	More 'Freeze' Time	NYKULZKU	Misc
A124AB1F	Adventures in the Magic Kingdom	Infinite Candles	SZSTGVVK	Misc
A124AB1F	Adventures in the Magic Kingdom	'Freeze' Costs More	YAKUYKAE	Misc
A124AB1F	Adventures in the Magic Kingdom	Mega-Jump	EYKVNKXN	Movement
A124AB1F	Adventures in the Magic Kingdom	Multi-Jump	LENTOUTY	Movement
A124AB1F	Adventures in the Magic Kingdom	Start With More Energy In Attractions	IAVAZPLA	Start
A124AB1F	Adventures in the Magic Kingdom	Start With Less Energy In Attractions	PAVAZPLA	Start
A124AB1F	Adventures in the Magic Kingdom	Start With Even More Energy In Attractions	PAVAZPLE	Start
168680B5	Adventures of Bayou Billy, The	Easy Mode!	EVGENY	Difficulty
F280923F	Adventures of Bayou Billy, The	Easy Mode!	EVGENY	Difficulty
168680B5	Adventures of Bayou Billy, The	Infinite Energy	PEKVIZYA	Items
F280923F	Adventures of Bayou Billy, The	Infinite Energy	PEKVIZYA	Items
168680B5	Adventures of Bayou Billy, The	Infinite Energy	SXOOUKVK	Items
F280923F	Adventures of Bayou Billy, The	Infinite Energy	SXOOUKVK	Items
168680B5	Adventures of Bayou Billy, The	Start With 1 Life	AAETAGZA	Lives
F280923F	Adventures of Bayou Billy, The	Start With 1 Life	AAETAGZA	Lives
168680B5	Adventures of Bayou Billy, The	Start With 9 Lives	AAETAGZE	Lives
F280923F	Adventures of Bayou Billy, The	Start With 9 Lives	AAETAGZE	Lives
168680B5	Adventures of Bayou Billy, The	Infinite Lives	GZOVLLVG	Lives
F280923F	Adventures of Bayou Billy, The	Infinite Lives	GZOVLLVG	Lives
168680B5	Adventures of Bayou Billy, The	Start With 6 Lives	IAETAGZA	Lives
F280923F	Adventures of Bayou Billy, The	Start With 6 Lives	IAETAGZA	Lives
168680B5	Adventures of Bayou Billy, The	Gliding Billy	ANIELT	Misc
F280923F	Adventures of Bayou Billy, The	Gliding Billy	ANIELT	Misc
168680B5	Adventures of Bayou Billy, The	Start On Level 8	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 6	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 3	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 2	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 5	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 4	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 7	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 4	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 3	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 8	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 7	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 5	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 2	AAEVAGGA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 6	AAEVAGGA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 5	GAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 5	GAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 6	IAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 6	IAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 4	LAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 4	LAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 2	PAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 2	PAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 7	TAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 7	TAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 3	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 7	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 2	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 5	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 4	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 8	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 6	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 5	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 2	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 4	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 3	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 8	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 7	UYEVGKPU	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 6	UYEVGKPU	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 8	YAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 8	YAEVZGAA	Start
168680B5	Adventures of Bayou Billy, The	Start On Level 3	ZAEVZGAA	Start
F280923F	Adventures of Bayou Billy, The	Start On Level 3	ZAEVZGAA	Start
FA221E26	Adventures of Dino Riki	Start Macho (Big), Stay Macho	VKEAPISA	Items
FA221E26	Adventures of Dino Riki	Start As Macho-Riki	VVEAPISA	Items
FA221E26	Adventures of Dino Riki	Start With 8 Life Hearts	AESEIGZE	Lives
FA221E26	Adventures of Dino Riki	Start With 1 Life	AESEPGZA	Lives
FA221E26	Adventures of Dino Riki	Start With 9 Lives	AESEPGZE	Lives
FA221E26	Adventures of Dino Riki	Start With 4 Life Hearts	GESEIGZA	Lives
FA221E26	Adventures of Dino Riki	Start With 6 Lives	IESEPGZA	Lives
FA221E26	Adventures of Dino Riki	Start With Infinite Lives	SZEETTVG	Lives
FA221E26	Adventures of Dino Riki	Start With Infinite Life Hearts	SZUENZVG	Lives
FA221E26	Adventures of Dino Riki	Once Macho, Stay Macho	IEVASPIG	Misc
FA221E26	Adventures of Dino Riki	Start On Stage 4-2	AEKEIGAE	Start
FA221E26	Adventures of Dino Riki	Start On Stage 3-1	GEKEIGAA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-4	GEKEIGAE	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-1	TEKEIGAA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-2	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-1	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-4	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 3-1	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 2-1	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-3	TKSAAGSA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 2-1	ZEKEIGAA	Start
FA221E26	Adventures of Dino Riki	Start On Stage 4-3	ZEKEIGAE	Start
F1B93468	Adventures of Gilligan's Island, The	More Time For Episode 3	GPNNIZLP	Difficulty
F1B93468	Adventures of Gilligan's Island, The	More Time For Episode 2	IANNGXLE	Difficulty
F1B93468	Adventures of Gilligan's Island, The	More Time For Episode 1	LANNLXPE	Difficulty
F1B93468	Adventures of Gilligan's Island, The	Infinite Time	SZENLZVG	Misc
F1B93468	Adventures of Gilligan's Island, The	Infinite Rope	SZSUAUVK	Misc
F1B93468	Adventures of Gilligan's Island, The	Infinite Supply Of Food	SZXUIUVK	Misc
F1B93468	Adventures of Gilligan's Island, The	Start On Episode 3	GZVSUGSA	Start
F1B93468	Adventures of Gilligan's Island, The	Start On Episode 2	GZVSUGSA	Start
F1B93468	Adventures of Gilligan's Island, The	Start On Episode 2	PAVSXGAA	Start
F1B93468	Adventures of Gilligan's Island, The	Start With 1 Unit Of Food	PAXIUIZA	Start
F1B93468	Adventures of Gilligan's Island, The	Start With 9 Units Of Food	PAXIUIZE	Start
F1B93468	Adventures of Gilligan's Island, The	Start With 1 Rope	PAXSEIZA	Start
F1B93468	Adventures of Gilligan's Island, The	Start With 9 Ropes	PAXSEIZE	Start
F1B93468	Adventures of Gilligan's Island, The	Start On Episode 3	ZAVSXGAA	Start
3D59CDDD	Adventures of Lolo	1 Life For Lolo	PEKPOAIA	Lives
6601B119	Adventures of Lolo	1 Life For Lolo	PEKPOAIA	Lives
3D59CDDD	Adventures of Lolo	9 Lives For Lolo	PEKPOAIE	Lives
6601B119	Adventures of Lolo	9 Lives For Lolo	PEKPOAIE	Lives
3D59CDDD	Adventures of Lolo	Infinite Lives	SXOPSPVG	Lives
6601B119	Adventures of Lolo	Infinite Lives	SXOPSPVG	Lives
3D59CDDD	Adventures of Lolo	Always Have Shot Ability	TASLIEUY	Weapons
6601B119	Adventures of Lolo	Always Have Shot Ability	TASLIEUY	Weapons
